mat a ts essential from brenda andrews lab (most strains in pmid 21441928)												
Synced to SGD on Sat Jul  8 00:51:42 2017
Plate #	Row	Column	ORF	Gene	Alias	Description	GO Biological Process	GO Molecular Function	GO Cellular Component	mutation	ts phenotype	
1	B	4	YGR185C	TYS1	tyrosine--tRNA ligase TYS1|TyrRS|TTS1	Cytoplasmic tyrosyl-tRNA synthetase; required for cytoplasmic protein synthesis; interacts with positions 34 and 35 of the tRNATyr anticodon; mutations in human ortholog YARS are associated with Charcot-Marie-Tooth (CMT) neuropathies; human ortholog YARS functionally complements the heat sensitivity of a ts allele; protein abundance increases in response to DNA replication stress	tRNA aminoacylation for protein translation, cellular amino acid metabolic process	RNA binding, mRNA binding, ligase activity	nucleus, cytoplasm	tys1-1	35oC	-	-	
1	B	5	YOR202W	HIS3-BLANK	-	-	-	-	-	HIS3-BLANK		-	-	
1	B	6	YHR186C	KOG1	ubiquitin-binding TORC1 subunit KOG1|LAS24	Subunit of TORC1; TORC1 is a rapamycin-sensitive complex involved in growth control that contains Tor1p or Tor2p, Lst8p and Tco89p; contains four HEAT repeats and seven WD-40 repeats; may act as a scaffold protein to couple TOR and its effectors	response to starvation, signaling	ubiquitin-like protein binding	vacuole, mitochondrion, membrane, cytoplasm, plasma membrane	kog1-1	37oC	-	-	
1	B	7	YLL031C	GPI13	mannose-ethanolamine phosphotransferase GPI13|MPC1	ER membrane localized phosphoryltransferase; adds phosphoethanolamine onto the third mannose residue of the glycosylphosphatidylinositol (GPI) anchor precursor; similar to human PIG-O protein	lipid metabolic process, protein lipidation	transferase activity	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	gpi13-3	30oC	-	-	
1	B	8	YJL001W	PRE3	proteasome core particle subunit beta 1|CRL21	Beta 1 subunit of the 20S proteasome; responsible for cleavage after acidic residues in peptides	proteolysis involved in cellular protein catabolic process	peptidase activity, hydrolase activity	nucleus, endomembrane system, membrane, endoplasmic reticulum, cytoplasm	pre3-2	38.5oC slow	-	-	
1	B	9	YLL031C	GPI13	mannose-ethanolamine phosphotransferase GPI13|MPC1	ER membrane localized phosphoryltransferase; adds phosphoethanolamine onto the third mannose residue of the glycosylphosphatidylinositol (GPI) anchor precursor; similar to human PIG-O protein	lipid metabolic process, protein lipidation	transferase activity	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	gpi13-5	35oC	-	-	
1	B	10	YMR117C	SPC24	kinetochore-associated Ndc80 complex subunit SPC24	Component of the kinetochore-associated Ndc80 complex; involved in chromosome segregation, spindle checkpoint activity, and kinetochore clustering; evolutionarily conserved; other members include Ndc80p, Nuf2p, Spc24p, and Spc25p	cytoskeleton organization, protein complex biogenesis, chromosome segregation	structural molecule activity	nucleus, chromosome	spc24 4-2	35oC	-	-	
1	B	11	YLR026C	SED5	t-SNARE syntaxin	cis-Golgi t-SNARE syntaxin; required for vesicular transport between the ER and the Golgi complex; binds at least 9 SNARE proteins	membrane fusion, Golgi vesicle transport, organelle fusion, vesicle organization	other	membrane, cytoplasm	sed5-1	30oC - 35oC	-	-	
1	B	12	YMR168C	CEP3	CSL1|CBF3B|CBF3	Essential kinetochore protein; component of the CBF3 complex that binds the CDEIII region of the centromere; contains an N-terminal Zn2Cys6 type zinc finger domain, a C-terminal acidic domain, and a putative coiled coil dimerization domain	mitotic cell cycle, organelle fission, cytoskeleton organization, regulation of organelle organization, organelle assembly, protein complex biogenesis, chromosome segregation, regulation of cell cycle	DNA binding	nucleus, chromosome	cep3-1	35oC - 37oC	-	-	
1	B	13	YLR078C	BOS1	SEC32	v-SNARE (vesicle specific SNAP receptor); localized to the endoplasmic reticulum membrane and necessary for vesicular transport from the ER to the Golgi; required for efficient nuclear fusion during mating	organelle fusion, vesicle organization, Golgi vesicle transport, membrane fusion	other	cytoplasmic vesicle, endomembrane system, membrane, endoplasmic reticulum, cytoplasm	bos1-1	30oC	-	-	
1	B	14	YBR060C	ORC2	origin recognition complex subunit 2|SIR5|RRR1	Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; interacts with Spp1p and with trimethylated histone H3; phosphorylated by Cdc28p	peptidyl-amino acid modification, protein alkylation, chromatin organization, DNA replication, histone modification	chromatin binding, DNA binding	nucleus, chromosome	orc2-1	30oC	-	-	
1	B	15	YLR459W	GAB1	GPI-anchor transamidase subunit GAB1|CDC91	GPI transamidase subunit; involved in attachment of glycosylphosphatidylinositol (GPI) anchors to proteins; may have a role in recognition of the attachment signal or of the lipid portion of GPI	lipid metabolic process, protein lipidation	hydrolase activity	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	gab1-1	35oC	-	-	
1	B	16	YJR065C	ARP3	actin-related protein 3|ACT4	Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity	mitochondrion organization, cytoskeleton organization, regulation of organelle organization, protein complex biogenesis, organelle inheritance	ion binding	cell cortex, cytoskeleton, membrane, cytoplasm, plasma membrane	arp3-G302Y	"37oC - 38.5oC, slow 22oC"	-	-	
1	B	17	YLR459W	GAB1	GPI-anchor transamidase subunit GAB1|CDC91	GPI transamidase subunit; involved in attachment of glycosylphosphatidylinositol (GPI) anchors to proteins; may have a role in recognition of the attachment signal or of the lipid portion of GPI	lipid metabolic process, protein lipidation	hydrolase activity	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	gab1-2	35oC	-	-	
1	B	18	YJR065C	ARP3	actin-related protein 3|ACT4	Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity	mitochondrion organization, cytoskeleton organization, regulation of organelle organization, protein complex biogenesis, organelle inheritance	ion binding	cell cortex, cytoskeleton, membrane, cytoplasm, plasma membrane	arp3-H161A	37oC - 38.5oC	-	-	
1	B	19	YLR459W	GAB1	GPI-anchor transamidase subunit GAB1|CDC91	GPI transamidase subunit; involved in attachment of glycosylphosphatidylinositol (GPI) anchors to proteins; may have a role in recognition of the attachment signal or of the lipid portion of GPI	lipid metabolic process, protein lipidation	hydrolase activity	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	gab1-3	37oC	-	-	
1	B	20	YJR065C	ARP3	actin-related protein 3|ACT4	Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity	mitochondrion organization, cytoskeleton organization, regulation of organelle organization, protein complex biogenesis, organelle inheritance	ion binding	cell cortex, cytoskeleton, membrane, cytoplasm, plasma membrane	arp3-G15C	37oC - 38.5oC	-	-	
1	B	21	YML130C	ERO1	ER oxidoreductin	Thiol oxidase required for oxidative protein folding in the ER; essential for maintaining ER redox balance; feedback regulated via reduction and oxidation of regulatory bonds; reduced Pdi1p activates Ero1p by direct reduction of Ero1p regulatory bonds; depletion of thiol substrates and accumulation of oxidized Pdi1p results in inactivation of Ero1p by both Pdi1p-mediated oxidation and autonomous oxidation of Ero1p regulatory bonds; ero1-1 mutation complemented by human ERO1L	protein folding	isomerase activity, oxidoreductase activity	endomembrane system, endoplasmic reticulum, cytoplasm	ero1-1	35oC	-	-	
1	B	22	YJR065C	ARP3	actin-related protein 3|ACT4	Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity	mitochondrion organization, cytoskeleton organization, regulation of organelle organization, protein complex biogenesis, organelle inheritance	ion binding	cell cortex, cytoskeleton, membrane, cytoplasm, plasma membrane	arp3-F306G	"37oC - 38.5oC, slow 22oC"	-	-	
1	B	23	YOR149C	SMP3	glycosylphosphatidylinositol-alpha 1,2 mannosyltransferase|SAP2|LAS2	Alpha 1,2-mannosyltransferase; involved in glycosyl phosphatidyl inositol (GPI) biosynthesis; required for addition of the fourth, side branching mannose to the GPI core structure	lipid metabolic process, protein lipidation	transferase activity, transferring glycosyl groups, transferase activity	endomembrane system, membrane, endoplasmic reticulum, cytoplasm	smp3-2	38.5oC very slow	-	-	
1	B	24	YOR202W	HIS3-BLANK	-	-	-	-	-	HIS3-BLANK		-	-	
1	C	1	YOR202W	HIS3-BLANK	-	-	-	-	-	HIS3-BLANK		-	-	
1	C	2	YDL108W	KIN28	TFIIH complex serine/threonine-protein kinase subunit KIN28	Serine/threonine protein kinase, subunit of transcription factor TFIIH; involved in transcription initiation at RNA polymerase II promoters; phosphorylates Ser5 residue of the PolII C-terminal domain (CTD) at gene promoters; relocalizes to the cytosol in response to hypoxia	transcription from RNA polymerase I promoter, protein phosphorylation, mRNA processing, transcription from RNA polymerase II promoter, DNA-templated transcription, elongation	kinase activity, transferase activity, transcription factor activity, protein binding	nucleus, cytoplasm	kin28-ts	37oC	-	-	
1	C	3	YHR007C	ERG11	sterol 14-demethylase|CYP51	Lanosterol 14-alpha-demethylase; catalyzes C-14 demethylation of lanosterol to form 4,4''-dimethyl cholesta-8,14,24-triene-3-beta-ol in ergosterol biosynthesis pathway; transcriptionally down-regulated when ergosterol is in excess; member of cytochrome P450 family; associated and coordinately regulated with the P450 reductase Ncp1p; human CYP51A1 functionally complements the lethality of the erg11 null mutation	lipid metabolic process	oxidoreductase activity	endomembrane system, endoplasmic reticulum, cytoplasm	erg11-td	37oC	-	-	
1	C	4	YIL150C	MCM10	DNA43	Essential chromatin-associated protein; involved in initiation of DNA replication; required for association of MCM2-7 complex with replication origins; required to stabilize catalytic subunit of DNA polymerase-alpha; self-associates through its N-terminal domain	DNA repair, chromatin organization, DNA replication, cellular response to DNA damage stimulus, DNA recombination	DNA binding	nucleus, chromosome	mcm10-1	37oC	-	-	
1	C	5	YPR165W	RHO1	Rho family GTPase RHO1	GTP-binding protein of the rho subfamily of Ras-like proteins; involved in establishment of cell polarity; regulates protein kinase C (Pkc1p) and the cell wall synthesizing enzyme 1,3-beta-glucan synthase (Fks1p and Gsc2p)	vacuole organization, mitotic cell cycle, cytoskeleton organization, regulation of transport, organelle fusion, cell wall organization or biogenesis, carbohydrate metabolic process, cell budding, regulation of organelle organization, cytokinesis, membrane fusion, signaling, regulation of cell cycle, endocytosis	GTPase activity, hydrolase activity	peroxisome, mitochondrion, plasma membrane, Golgi apparatus, endomembrane system, cellular bud, membrane, site of polarized growth, mitochondrial envelope, endoplasmic reticulum, cytoplasm	rho1-td	37oC	-	-	
1	C	6	YBL023C	MCM2	MCM DNA helicase complex subunit MCM2	Protein involved in DNA replication; component of the Mcm2-7 hexameric helicase complex that binds chromatin as a part of the pre-replicative complex; relative distribution to the nucleus increases upon DNA replication stress	DNA repair, DNA replication, regulation of organelle organization, cellular response to DNA damage stimulus, DNA recombination	chromatin binding, hydrolase activity, DNA binding, ATPase activity, helicase activity	nucleus, chromosome, cytoplasm	mcm2-1	37oC	-	-	
1	C	7	YNL263C	YIF1	-	Integral membrane protein; required for the fusion of ER-derived COPII transport vesicles with the Golgi; interacts with Yip1p and Yos1p; localizes to the Golgi, the ER, and COPII vesicles; homolog of human YIPF3	Golgi vesicle transport	molecular_function	membrane, cytoplasmic vesicle, endomembrane system, endoplasmic reticulum, cytoplasm, Golgi apparatus	yif1-td	37oC	-	-	
1	C	8	YEL032W	MCM3	MCM DNA helicase complex subunit MCM3	Protein involved in DNA replication; component of the Mcm2-7 hexameric helicase complex that binds chromatin as a part of the pre-replicative complex	DNA repair, chromatin organization, DNA replication, cellular response to DNA damage stimulus, DNA recombination	chromatin binding, hydrolase activity, DNA binding, ATPase activity, helicase activity	nucleus, chromosome, cytoplasm	mcm3-1	37oC	-	-	
1	C	9	YDL102W	POL3	DNA-directed DNA polymerase delta POL3|CDC2|TEX1|HPR6	Catalytic subunit of DNA polymerase delta; required for chromosomal DNA replication during mitosis and meiosis, intragenic recombination, repair of double strand DNA breaks, and DNA replication during nucleotide excision repair (NER)	RNA catabolic process, DNA replication	transferase activity, nucleotidyltransferase activity, nuclease activity, hydrolase activity	nucleus, chromosome	cdc2-7	37oC	-	-	
1	C	10	YKL089W	MIF2	-	Protein required for structural integrity of elongating spindles; localizes to the kinetochore; interacts with histones H2A, H2B, and H4; phosphorylated by Ipl1p; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-C and fission yeast cnp3	mitotic cell cycle, organelle fission, cytoskeleton organization, chromosome segregation	DNA binding	nucleus, chromosome	mif2-3	37oC	-	-	
1	C	11	YDR364C	CDC40	SLU4|SLT15|PRP17	Pre-mRNA splicing factor; important for catalytic step II of pre-mRNA splicing and plays a role in cell cycle progression, particularly at the G1/S phase transition; required for DNA synthesis during mitosis and meiosis; has WD repeats; thermosensitivity of the cdc40 null mutant is functionally complemented by a chimeric construct containing the N-terminal 156 amino acids of yeast Cdc40p fused to the C-terminal two thirds (297 amino acids) of human CDC40	RNA splicing, mRNA processing	other	nucleus	cdc40-ts	37oC	-	-	
1	C	12	YPL211W	NIP7	ribosome biosynthesis protein NIP7	Nucleolar protein required for 60S ribosome subunit biogenesis; constituent of 66S pre-ribosomal particles; physically interacts with Nop8p and the exosome subunit Rrp43p	rRNA processing, ribosomal large subunit biogenesis	molecular_function	nucleus, nucleolus, cytoplasm	nip7-1	30oC	-	-	
1	C	13	YKL045W	PRI2	DNA primase subunit PRI2	Subunit of DNA primase; DNA primase is required for DNA synthesis and double-strand break repair	DNA repair, DNA replication, cellular response to DNA damage stimulus	transferase activity, DNA binding, nucleotidyltransferase activity	nucleus, endomembrane system, chromosome	pri2-1	30oC	-	-	
1	C	14	YNL267W	PIK1	1-phosphatidylinositol 4-kinase|PIK120|PIK41	Phosphatidylinositol 4-kinase; catalyzes first step in the biosynthesis of phosphatidylinositol-4,5-biphosphate; may control cytokinesis through the actin cytoskeleton; may control nonselective autophagy and mitophagy through trafficking of Atg9p	lipid metabolic process	kinase activity, transferase activity	nucleus, endomembrane system, cytoplasm, Golgi apparatus	pik1-104	37oC	-	-	
1	C	15	YNL262W	POL2	DNA polymerase epsilon catalytic subunit|DUN2	Catalytic subunit of DNA polymerase (II) epsilon; a chromosomal DNA replication polymerase that exhibits processivity and proofreading exonuclease activity; participates in leading-strand synthesis during DNA replication; also involved in DNA synthesis during DNA repair; interacts extensively with Mrc1p	mitotic cell cycle, organelle fission, chromatin organization, DNA replication, DNA recombination, DNA repair, cellular response to DNA damage stimulus, chromosome segregation, regulation of cell cycle	RNA binding, nucleotidyltransferase activity, hydrolase activity, transferase activity, DNA binding, mRNA binding, nuclease activity	nucleus, chromosome	pol2-12	37oC	-	-	
1	C	16	YNL267W	PIK1	1-phosphatidylinositol 4-kinase|PIK120|PIK41	Phosphatidylinositol 4-kinase; catalyzes first step in the biosynthesis of phosphatidylinositol-4,5-biphosphate; may control cytokinesis through the actin cytoskeleton; may control nonselective autophagy and mitophagy through trafficking of Atg9p	lipid metabolic process	kinase activity, transferase activity	nucleus, endomembrane system, cytoplasm, Golgi apparatus	pik1-139	37oC	-	-	
1	C	17	YOR202W	HIS3-BLANK	-	-	-	-	-	HIS3-BLANK		-	-	
1	C	18	YBR237W	PRP5	DEAD-box RNA helicase PRP5|RNA5	RNA helicase in the DEAD-box family; necessary for prespliceosome formation, bridges U1 and U2 snRNPs and enables stable U2 snRNP association with intron RNA	RNA splicing, mRNA processing	ATPase activity, hydrolase activity	nucleus	prp5-1	37oC	-	-	
1	C	19	YJR057W	CDC8	bifunctional thymidylate/uridylate kinase	Thymidylate and uridylate kinase; functions in de novo biosynthesis of pyrimidine deoxyribonucleotides; converts dTMP to dTDP and dUMP to dUTP; essential for mitotic and meiotic DNA replication; homologous to S. pombe tmp1; human homolog DTYMK can complement yeast cdc8 null mutant	nucleobase-containing small molecule metabolic process	kinase activity, transferase activity	nucleus, cytoplasm	cdc8-2	37oC	-	-	
1	C	20	YMR235C	RNA1	GTPase-activating protein RNA1	GTPase activating protein (GAP) for Gsp1p; involved in nuclear transport	protein targeting, chromatin organization, ribosomal subunit export from nucleus, nucleobase-containing compound transport, nuclear transport	enzyme regulator activity	nucleus, membrane, cytoplasm	rna1-1	30oC	-	-	
1	C	21	YLR310C	CDC25	Ras family guanine nucleotide exchange factor CDC25|CDC25'|CTN1	Membrane bound guanine nucleotide exchange factor; also known as a GEF or GDP-release factor; indirectly regulates adenylate cyclase through activation of Ras1p and Ras2p by stimulating the exchange of GDP for GTP; required for progression through G1; thermosensitivity of the cdc25-5 mutant is functionally complemented by human RASGRF1 or by a fragment of human SOS1 comprising the CDC25-related catalytic domain	mitotic cell cycle, signaling, regulation of cell cycle	guanyl-nucleotide exchange factor activity	nucleus, endomembrane system, membrane, endoplasmic reticulum, cytoplasm	cdc25-1	37oC	-	-	
1	C	22	YPL085W	SEC16	LPF1	COPII vesicle coat protein required for ER transport vesicle budding; essential factor in endoplasmic reticulum exit site (ERES) formation, as well as in COPII-mediated ER-to-Golgi traffic; bound to periphery of ER membranes and may act to stabilize initial COPII complexes; interacts with Sec23p, Sec24p and Sec31p	vesicle organization, protein complex biogenesis, Golgi vesicle transport	other	cytoplasmic vesicle, endomembrane system, membrane, endoplasmic reticulum, cytoplasm	sec16-2	30oC	-	-	
1	C	23	YBR102C	EXO84	exocyst subunit EXO84|USA3	Exocyst subunit with dual roles in exocytosis and spliceosome assembly; subunit of the the exocyst complex which mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane (PM) prior to SNARE-mediated fusion; required for exocyst assembly and targeting the complex to specific sites on the bud tip PM; associates the U1 snRNP; role in pre-mRNA splicing and prespliceosome formation; possible Cdc28 substrate	RNA splicing, protein complex biogenesis, Golgi vesicle transport, exocytosis, mRNA processing	molecular_function	cell cortex, cellular bud, membrane, site of polarized growth, cytoplasm	exo84-102	37oC	-	-	
1	C	24	YOR202W	HIS3-BLANK	-	-	-	-	-	HIS3-BLANK		-	-	
1	D	1	YOR202W	HIS3-BLANK	-	-	-	-	-	HIS3-BLANK		-	-	
1	D	2	YDR356W	SPC110	NUF1|XCM1	Inner plaque spindle pole body (SPB) component; ortholog of human kendrin; gamma-tubulin small complex (gamma-TuSC) receptor that interacts with Spc98p to recruit the complex to the nuclear side of the SPB, connecting nuclear microtubules to the SPB; promotes gamma-TuSC assembly and oligomerization to initiate microtubule nucleation; interacts with Tub4p-complex and calmodulin; phosphorylated by Mps1p in cell cycle-dependent manner	mitotic cell cycle, organelle fission, cytoskeleton organization, organelle fusion, protein complex biogenesis, chromosome segregation, conjugation, nucleus organization	structural molecule activity	nucleus, cytoskeleton, microtubule organizing center, cytoplasm	spc110-220	38.5oC	-	-	
1	D	3	YPL209C	IPL1	aurora kinase|PAC15	Aurora kinase of chromosomal passenger complex; mediates release of mono-oriented kinetochores from microtubules in meiosis I, and kinetochore release from SPB clusters at meiotic exit; helps maintain condensed chromosomes during anaphase; required for SPB cohesion and prevention of multipolar spindle formation; promotes telomerase release at G2/M; Iocalizes to nuclear foci that diffuse upon DNA replication stress; required for inhibition of karyopherin Pse1p upon SAC arrest	peptidyl-amino acid modification, mitotic cell cycle, meiotic cell cycle, organelle fission, cytoskeleton organization, protein phosphorylation, regulation of organelle organization, cytokinesis, organelle assembly, chromosome segregation, regulation of cell cycle	kinase activity, transferase activity	nucleus, cytoskeleton, chromosome, cytoplasm	ipl1-2	30oC	-	-	
1	D	4	YJL090C	DPB11	protein kinase activating protein DPB11	DNA replication initiation protein; loads DNA pol epsilon onto pre-replication complexes at origins; checkpoint sensor recruited to stalled replication forks by the checkpoint clamp complex where it activates Mec1p; along with Rfa1p, binds to ultrafine anaphase bridges in mitotic cells and prevents accumulation of chromatin bridges by stimulating the Mec1p kinase and suppressing homologous recombination; ortholog of human TopBP1; forms nuclear foci upon DNA replication stress	mitotic cell cycle, DNA repair, protein phosphorylation, DNA replication, cellular response to DNA damage stimulus, regulation of protein modification process, DNA recombination, regulation of cell cycle	enzyme regulator activity	nucleus, chromosome	dpb11-1	37oC - 38.5oC	-	-	
1	D	5	YLR088W	GAA1	GPI-anchor transamidase subunit GAA1|END2	Subunit of the GPI:protein transamidase complex; removes the GPI-anchoring signal and attaches GPI (glycosylphosphatidylinositol) to proteins in the ER; human homolog GPAA1 can complement growth defects of yeast thermosensitive mutant at restrictive temperature	lipid metabolic process, protein lipidation	hydrolase activity	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	gaa1-ts	38.5oC slow	-	-	
1	D	6	YMR117C	SPC24	kinetochore-associated Ndc80 complex subunit SPC24	Component of the kinetochore-associated Ndc80 complex; involved in chromosome segregation, spindle checkpoint activity, and kinetochore clustering; evolutionarily conserved; other members include Ndc80p, Nuf2p, Spc24p, and Spc25p	cytoskeleton organization, protein complex biogenesis, chromosome segregation	structural molecule activity	nucleus, chromosome	spc24 10-1	35oC	-	-	
1	D	7	YDL126C	CDC48	AAA family ATPase CDC48	AAA ATPase; subunit of polyUb-selective segregase complex involved in ERAD, INM-associated degradation (INMAD), mitotic spindle disassembly, macroautophagy, PMN, ribosome-associated degradation, ribophagy, homotypic ER membrane fusion, SCF complex disassembly, cell wall integrity during heat stress, and telomerase regulation; mobilizes membrane-anchored transcription factors by regulated Ub/proteasome-dependent processing (RUP); human ortholog VCP complements a cdc48 mutant	mitotic cell cycle, response to chemical, organelle fission, chromatin organization, cytoskeleton organization, organelle fusion, proteolysis involved in cellular protein catabolic process, chromosome segregation, histone modification, membrane fusion, RNA catabolic process, regulation of protein modification process, protein modification by small protein conjugation or removal, regulation of DNA metabolic process	hydrolase activity, ubiquitin-like protein binding, enzyme regulator activity, ATPase activity	nucleus, ribosome, mitochondrion, endomembrane system, membrane, site of polarized growth, mitochondrial envelope, endoplasmic reticulum, cytoplasm	cdc48-3	35oC	-	-	
1	D	8	YAL041W	CDC24	Rho family guanine nucleotide exchange factor CDC24|CLS4	Guanine nucleotide exchange factor (GEF) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress; thermosensitivity of the cdc24-4 mutant in the presence of sorbitol is functionally complemented by human CDC42	mitotic cell cycle, organelle fission, cytoskeleton organization, regulation of organelle organization, cytokinesis, signaling, regulation of cell cycle	guanyl-nucleotide exchange factor activity	nucleus, cellular bud, site of polarized growth, cytoplasm	cdc24-5	30oC - 35oC	-	-	
1	D	9	YDL126C	CDC48	AAA family ATPase CDC48	AAA ATPase; subunit of polyUb-selective segregase complex involved in ERAD, INM-associated degradation (INMAD), mitotic spindle disassembly, macroautophagy, PMN, ribosome-associated degradation, ribophagy, homotypic ER membrane fusion, SCF complex disassembly, cell wall integrity during heat stress, and telomerase regulation; mobilizes membrane-anchored transcription factors by regulated Ub/proteasome-dependent processing (RUP); human ortholog VCP complements a cdc48 mutant	mitotic cell cycle, response to chemical, organelle fission, chromatin organization, cytoskeleton organization, organelle fusion, proteolysis involved in cellular protein catabolic process, chromosome segregation, histone modification, membrane fusion, RNA catabolic process, regulation of protein modification process, protein modification by small protein conjugation or removal, regulation of DNA metabolic process	hydrolase activity, ubiquitin-like protein binding, enzyme regulator activity, ATPase activity	nucleus, ribosome, mitochondrion, endomembrane system, membrane, site of polarized growth, mitochondrial envelope, endoplasmic reticulum, cytoplasm	cdc48-2	"30oC, slow at 22oC - 26oC"	-	-	
1	D	10	YNR026C	SEC12	Sar family guanine nucleotide exchange factor SEC12|SED2	Guanine nucleotide exchange factor (GEF); activates Sar1p by catalyzing the exchange of GDP for GTP; required for the initiation of COPII vesicle formation in ER to Golgi transport; glycosylated integral membrane protein of the ER; SEC12 has a paralog, SED4, that arose from the whole genome duplication	regulation of organelle organization, regulation of transport, vesicle organization, protein complex biogenesis, Golgi vesicle transport	guanyl-nucleotide exchange factor activity, enzyme regulator activity	endomembrane system, endoplasmic reticulum, Golgi apparatus, cytoplasm	sec12-1	35oC	-	-	
1	D	11	YJL034W	KAR2	Hsp70 family ATPase KAR2|BIP|GRP78	ATPase involved in protein import into the ER; also acts as a chaperone to mediate protein folding in the ER and may play a role in ER export of soluble proteins; regulates the unfolded protein response via interaction with Ire1p	carbohydrate metabolic process, response to chemical, protein targeting, transmembrane transport, organelle fusion, proteolysis involved in cellular protein catabolic process, conjugation, cell wall organization or biogenesis, nucleus organization	hydrolase activity, unfolded protein binding, ATPase activity	endomembrane system, endoplasmic reticulum, cytoplasm	kar2-159	30oC	-	-	
